text,label
and some comments with some players deleted yep that kevin mitchell i never would have expected him in the qqq spot it s no accident that the first two names are qqq only as with first and second base qqq was the year of the glove average da was qqq points higher in both leagues than any other year looks good too bad he s moving to short highest five year regular though he s only had one year as good as kevin mitchell the other elite fielders in the league this is an interesting line his qqq figure was slightly below average his qqq was pathetic and his qqq was the next best year by anybody part of that may be his mobility qqq was with the yankees qqq was with the padres who appear to have a rotten infield qqq was with the twins and judging by leius and gaetti the metrodome may be a good place to play third add another to the elite fielders list too fielders whose career average may overstate their value i do n t know what happened to caminiti judging by the three previous years his low qqq may be a fluke sabo is merely average however his incredible qqq best year ever brings his average up a lot strange last two years according to reputation one of the best fielders ever at third base but at the end he was below average average in qqq was qqq boggs has been pretty good i do n t know what happened in qqq but every other year he has been above average usually by quite a bit last year a fluke or a portent why is it that the two leagues usually have defensive averages very close to one another but very different from year to year any ideas brook is declining three first time regulars above average in qqq i m not sure why jefferies gets all the grief about his fielding he s never had a good year but while at second he improved to become an average fielder and is an average fielder at third zeile on the other hand is a below average fielder each year he s about qqq points below average and it s probably not just the park since terry pendleton had excellent das in the three years before this moving back to second was a good idea so why is hayes supposed to be good defensively he s had a grand total of one year above the league da and was pretty bad last year howard johnson and carney lansford separated at birth to his credit hojo did have one above average year qqq lansford could n t even break the qqq mark without the help of the year of the glove good hitter but his fielding needs work not a good fielder both are better off at shortstop two consecutive horrible years for leo camden yards does n t seem to have helped his fielding any texas slugger debuts with not only the lowest career da but the lowest da at third ever congratulations dean dale j stephenson steph cs uiuc edu grad student at large,0
while atlanta has the undisputed best starting rotation i feel that their relief staff may be suspect they do n t have a real closer although mike stanton qqq saves has been used in that role did n t stanton start off great last year and then falter despite this your point is well taken atlanta does n t seem to have the same personality as a ny team thus is unlikely to self destruct for houston to take em atlanta needs to suffer some injuries particularly to their starting rotation from what i understand boever and murphy were considered expendable by the club houston felt that their positions could be filled by a number of players art doug jones is the key to houston s success he must have another great year for houston to challenge in the nl west lousey spring right a strong rotation will take the pressure off of the troubling bullpen the unsuspected strength of the lower part of the order has saved the club so far biggio and finley just are n t doing their job of getting on base instead of filling his role as an rbi man bagwell has had to assume biggio and finley s job biggio concerns me since he usually starts the season very strong on a side note are you at all concerned with the rumors concerning next year s uniform there is talk that their road uniform will be blech traditional grey with the word houston written across the chest if i m not mistaken their home uniforms may totally eliminate the color orange shiver mclane s favorite color is red so i m really upset the current unforms are dull and the new ones sound horrible i d like to see the uniform of the qqq return they may not have been pretty but houston had established a long precident of wearing the ugliest uniforms in baseball and i liked it astros fan since the days of ryan scott smith cruz davis bass hatcher .,0
tes did anyone think that texas would have the top two home run leaders at a given point in the season and neither one would be jose canseco steve ],0
i am interested in uncovering statistics on boston red sox players from march qqq present i want to look at changes in batting average hits multi hit games runs stolen bases and on base during every game where can i find this information do any sports magazines log this info or do i have to go directly to the ball club thanks for the info kip,0
mlb c is archived on the internet baseball archive anoymous ftp to eucalyptus cc swarthmore edu qqq you must use your full email username i d as a password cd baseball schedules it s filed as mlb schedule program c for clarity schedules pre generated for east coast times are there as text files as well and a couple of teams tv schedules please send me more tv info if you have it on other teams matt matt wall wall cc swarthmore edu hey i got ta job here ok ?,0
since everyone else seems to be running wild with predictions i ve decided to add my own fuel to the fire they might seem a bit normal but there are a few albeit small surprises american league east w l gb qqq york yankees qqq qqq qqq orioles qqq qqq qqq qqq blue jays qqq qqq qqq qqq indians qqq qqq qqq qqq red sox qqq qqq qqq qqq brewers qqq qqq qqq qqq tigers qqq qqq qqq american league west w l gb qqq twins qqq qqq qqq city royals qqq qqq qqq qqq rangers qqq qqq qqq qqq white sox qqq qqq qqq qqq athletics qqq qqq qqq qqq mariners qqq qqq qqq qqq angels qqq qqq qqq al mvp kirby puckett al cy young kevin appier al rookie of the year tim salmon al manager of the year buck showalter al comeback player of the year ozzie guillen national league east w l gb qqq louis cardinals qqq qqq qqq phillies qqq qqq qqq qqq expos qqq qqq qqq qqq york mets qqq qqq qqq qqq cubs qqq qqq qqq qqq pirates qqq qqq qqq qqq marlins qqq qqq qqq national league west w l gb qqq braves qqq qqq qqq reds qqq qqq qqq qqq astros qqq qqq qqq qqq angeles dodgers qqq qqq qqq qqq francisco giants qqq qqq qqq qqq diego padres qqq qqq qqq qqq rockies qqq qqq qqq nl mvp barry larkin nl cy young john smoltz nl rookie of the year wil cordero nl manager of the year joe torre nl comeback player of the year eric davis nl champions st louis cardinals al champions minnesota twins world champions st louis cardinals the st louis picks are what my heart says what my brain says is they will win the division lose to the braves in the nlcs and the braves will win the series against minnesota but for now i ll stick with the cards all the way .,0
it s i before e except after c and in people named keith learn to spell it s ryne how can brooks be qqq i think he would at least be ahead of ron santo qqq darren daulton mvp qqq *,0
sorry nelson but you forgot to ask me if you check the thn stats for kansas city you ll find that larry has been playing for the games having played in qqq games in the period covered in the stats between qqq and the qqq issue qqq qqq qqq with qqq pim not exactly invisible well having gotten to a chance to talk to him a few times this is n t quite accurate he injured his back a disk injury and did one stupid thing which was to hide it from the sharks and he tried to play through it because he knew he was on the bubble the sharks then sent him to k c at which point he disclosed the injury since he did n t disclose it the sharks and he disagreed about the responsibility and he was suspended for not reporting that was eventually worked out the sharks re instated him as injured and put him into therapy and when he was able to play then shipped him down to k c he fully expects to play in the nhl again although clearly not with the sharks hiding injuries is a stupid no no beyond just a no no very nice guy always hustled his butt off he disappeared because he was hurt i expect he ll surface with another team at some point probably another expansion team but is likely to be a bubble player for the rest of his career has a good work ethic and is good at getting other players motivated unfortunately he played himself out of the sharks future with a bad judgement call always gave qqq best work ethic on the club except maybe kisio but hustle is n t always enough his future with the sharks was made clear to me one night against the flames when he went behind the crease and tried to hold joel otto against the board he literally had one arm around otto s neck and another wrapped around otto s stick arm otto casually turned around and fed the puck in front of the crease for a goal as though carter was n t there hustle can only cover size so far the sharks have told me point blank that he s gone for good ditto hubie mcdonough he was one of the favorites of the staff but as one said to me you have to make room for the kids carter in fact refused to report to k c and has been suspended by the sharks that might be a defacto retirement but i have n t heard anything official his only hope in hockey now is the gulls because at least from the games i saw him in he was outmatched and looked fairly lost on the ice i think he shows potential but i did n t think he was quite ready to make the jump to the nhl agreed btw i still think a lot of your grades are more based on how you wish they d performed than how they actually performed i wonder whether you can really judge talent from radio and television nelson i know i have trouble since you do n t see the off puck action your views from home and my views from the ice differ in numerous ways coffee coffey is with the red wings you nah he was seriously unimpressive even as a tough guy his rep however as few games as he had in a season that was at that point meaningless i hate to judge the talent too quickly butn in dody s case i m tempted to make an exception but i wo n t .,1
you would n t have to put my name at the bottom if you simply appended a standard disclaimer that the opinions expressed in your petition in no way claim to represent the views of either rec sport hockey or the internet as a whole you have surely seen these disclaimers appended to the postings of many who work for companies and post on the net the disclaimers clever though some of them may be are there for a reason -,1
have belfour and roenick done another disappearing act at chips are down time when i saw them it looked like the blackhawks defense might carry them along way in the playoffs well they held st louis to qqq shots in game qqq and lost .,1
i heard a story on the local sports news broadcast in edmonton oiler owner peter pocklington will be holding a press conference next week while the exact details are not known it is believed to concern the oiler s future rumour has it that pocklington signed a tentative lease arrangement with copps collesium in hamilton during the press conference pocklington may announce the deal it is quite possible that the deal may simply be a way to force edmonton northlands to renegotiate the oiler lease on the stadium northlands has offered to buy the oilers for qqq million earlier but the offer was rejected immediately by pocklington as for me my opinion is divided edmonton has been fairly supportive of the oilers even though they re a small market team they had many sellouts in the qqq even with the problems that the team had this year they still brought in more fans than many teams in larger cities did on the other hand if the team does move there is no place more deserving than hamilton of course how would that affect the grand realignment scheme of bettman following up on this the provincial government has been asked by the opposition to block any deal that pocklington is offering to hamilton the government said that pock is going nowhere why do n t i believe the government was n t it pocklington who wanted to be tory leader qqq years ago ?,1
centers sanderson will be on team canada but he d be out of position as a center although he was drafted as a center and played there as a rookie sanderson scored qqq goals this season as a left wing .,1
i was watching the detroit minnesota game last night and thought i saw an octopus on the ice after ysebaert scored to tie the game at two what gives is there some custom to throw octopuses on the ice in detroit not responsible dain bramaged !,1
i should be so lucky the account number must have been rejected to be accurate it is big bang ben macdonald i hope not to think that i would inadvertantly give any pleasure to mulroney _ really _ ruins my day ps matthew wall a marvellous ending to the section on the expos or vince vaxi sscl uwo ca please identify any messages with the subject line bbddd realizing the taterific importance of this work john palmer and i concluded that we might be able to pool some resources i have not yet gone through the archives that jonathan sent to me when i do i will send out an official introduction to the deep drive derby however i wonder if we need to rename the project now that the principal investigator and research archive have changed send your suggestions for a rename of the study to me at the address given above and just think it s opening day soon the balls will be flying out no get your minds out of the gutter of the ball parks and helpless bystanders will be injured by balls reentering the atmosphere and you thought that meteorite showers were made of rocks who will be the stars this year can anyone hope to combat brad arnsberg s record start to last year the season is young the balls newly rubbed in mud the hot dogs starting to boil for the rest of the year play ball and take cover and may all your sliders hang .,0
united states coverage sunday april qqq n j n y i at pittsburgh qqq edt to eastern time zone abc gary thorne and bill clement st louis at chicago qqq cdt and qqq mdt to central mountain zones abc mike emerick and jim schoenfeld los angeles at calgary qqq pdt and qqq adt to pacific alaskan zones abc al michaels and john davidson tuesday april qqq n j n y i at pittsburgh qqq edt nationwide espn gary thorne and bill clement thursday april qqq and saturday april qqq to be announced qqq edt nationwide espn to be announced canadian coverage sunday april qqq buffalo at boston qqq edt nationwide tsn tuesday april qqq n j d n y at pittsburgh qqq edt nationwide tsn ?,1
tonight will see the toronto maple leafs as some have guessed come out hitting the buds will grind detroit into the ground and walk away with home ice advantage for the remainder of the series which given a shift to toronto will not last long keep in mind this is only a predicition wendall will have to get into the game however otherwise probert will dominate on the physical front .,1
much text deleted plus minus it is the most misleading hockey stat available not necessarily the most misleading but you are right it definitely needs to be taken in the proper perspective a shining example is if you look at the penguins individual you will find very few minuses that only makes common sense since they did n t lose many games until the nhl publishes a more useful quantifiable statistic including ice time per game and some measure of its quality i e is the player put out in key situations like protecting a lead late in the game is he matched up against the other team s top one or two lines short handed etc i would much rather see the disappear altogether instead of having its dubious merits trumpeted by those with little understanding of its implications unfortunately you will need to keep a ridiculous number of stats to really come up with a statistic which really shows a player s value let s just enjoy the game and not overanalyze it like i m doing now excuse me ),1
i asked him and don cherry denies being roger maynard and he denies any knowledge of usenet ),1
farewell minnesota fans get stuffed dallas stars as the north stars fade to black i hope that minneapolis st paul are not long without an nhl team it just seems right that the hotbed of amateur hockey in the usa should have an nhl team as well the loss of the team is certainly not the fault of the fans though the start of the qqq qqq season made it look real bad for a while i wish now that i kept the north stars cap i bought at maple leaf gardens the morning after they eliminated montreal in qqq i got it to spite the montreal fans in the small town where i grew up what a glorious season that was for the north stars dwarf,1
i did n t mean that it would necessarily help him improve at that specific deficiency i meant that if having bonds bat behind him gives williams possibly unfounded confidence that might translate into more hitting productivity but you re right if williams biggest problem is more physical than mental that s less likely to make a difference .,0
well it seems that the habs have been much talked about of late so here s my qqq these guys have absolutely no concept of how to play in front of the damn net watch them in the offensive zone especially on the powerplay damphousse or lebeau will skate all over the bloody zone maybe pass to the point get it back skate some more pass it around but where s the shot answer the shot is totally useless because they lack a forward who stands in front of the net a la neely shanahan tocchet etc etc too bad demers wo n t put dipietro or leclair on the powerplay more often dammit even ewen would at least cause some disruptions montreal desperately needs a power forward with some talent imo then watch them in their own zone patrick roy is screened on everything say what you want about his performance imnsho he can not stop what he can not see and montreal s defence does a miserable job of clearing the front of the net last night against washington roy played a great game the first goal came on the most ridiculous goalmouth scramble i ve seen in a long time and he did n t have a hope in hell of stopping the shot the second goal came on a deflection of a shot he only partially saw anyway pathetic defence the third goal was en no wonder he gets pissed off at his defencemen .,1
it s got ta be an hbp .,0
let s look at the effects of inflation on qqq s superstars salaries i read once that the babe made qqq one year and that was about as good as it got for him let s assume he made that in qqq i m not sure of the figures but i know i m in the ballpark pun intended today assuming a qqq yearly inflation rate which is an understatement if not accurate his measly qqq salary would be worth fv qqq x qqq qqq qqq qqq x qqq just over qqq assuming inflation is average of around qqq fv qqq x qqq qqq almost qqq i did n t crunch these numbers beforehand these numbers might lead one to believe that today s players are slightly overpaid the babe appears to have made then what today s average to above average players make now perfectly accurate salary year of salary and average inflation rate would make this analysis more accurate but i don t think i m off by much chop chop michael mule ',0
don mattingly is the best first baseman in the history of baseball always has been always will be !,0
welcome aboard and since i have n t seen this yet this year but all preceding years let me say :,1
"once on jeopardy the category was jewish sports heros believe it or not the answer was this pitcher had four no hitters with the dodgers in the qqq the contestant said who is hank aaron alex trebek said something like i do n t think hank aaron was a pitcher """,0
quoted for future reference he believed one of two things qqq sabo was more likely than samuel to get a hit or qqq that more good would be done in the long run by leaving sabo in regardless of the expectation of the actual outcome in fact you do n t know what perez had in mind when he left sabo in in fact i do n t think anyone is claiming that they can predict the future or any particular future event but we can believe that certain trends are due to a cause whether or not we have identified the cause and therefore will continue i think seeing insults in other people s opinions is kind of silly after all mark did n t call you a total idiot or call your work stupid he simply stated that it did n t change his opinion on the subject if player a hits better on tuesdays and always has and mark believes that it might be an indication that he will hit on tuesday better next season as well would you respond the same way at some point you might admit that all variable might not be known to you who knows what this guy does every monday night maybe he sees his sports shrink on tuesday mornings or has his vitamin b shots monday nights but this is something that s true of one guy only it does n t mean that there will be a meaningful correlation for the entire league by days of the week nor that there should be but it does n t mean we ca n t make predictions based on that for that particular player i only see a prediction for one player here i do n t see anything about all batters that s exactly what mark is trying to do though find hitters that have these correlation and ask whether we can make predictions for these hitters based on their past performance huh what does gambler s fallacy have to do with anything whether you can know the reason for correlation or not you ca n t deny that it has existent you can only make an argument that you do n t think it is likely to continue to exist because you ca n t see a reason for it to exist someone posted recently on why negative clutch would correlate the argument along the lines of star player with l r splits will always see an adverse condition in late innings of a close game i e opposing manager will always bring in a ah pitcher to face him where his manager will not pull him for a ph what about you if the shoe fits will you wear it with an open mind ?,0
i believe that phil esposito was the first to wear qqq when he played with the rangers in the qqq this was the season that they put the rangers crest and modern style numbers on the jerseys instead of the new york or rangers block letters and two colour numbers he took qqq because the rangers already had a qqq hockey night in canada made a big thing out of it saying it was the biggest uniform style change in a long time this was before pittsburgh and vancouver changed their colours dwarf,1
do n t forget paul ysebaert ex devil he s a good team player michael sy qqq _ _ _ _ _ _ new jersey devils _ _ _ _ \,1
i agree and disagree john is saying that the batters efforts will result in qqq more wins then losses while you are probably correct that qqq does not mean qqq more wins then losses it means something i would rather have a player who increased my teams chances of winning by qqq in each of qqq pas then i would a player who increased my chances of winning by qqq in each of qqq pas thus there appears to me to be an obvious positive association between john s statistic and winning games thus before you disregard this stat it appears to me that further study must go into what sort of relationship there is the only problem here is an insistance that these number mean exactly how many wins the team has first we are using averages over many seasons and applying them to one game second remember some players performance take away from the chance of you winning that is a player who gets an out gets a negative probability in most cases thus i m not sure in any given game when you add up all the numbers for a team who won that they will add up to qqq in that game sometimes they will add up to more then one sometime less than one also the pitchers bad performances giving up qqq runs may have given them a large negative percentage for that game also any batter that pulled an qqq qqq night would give large negatives no but really only because you have a smaller sample size i would think however that the number of runs you score in the first inning would be just as good as a prediction as how many runs you score in the last inning and realize something else a closer usually comes in in a close situation not a blow out it is hard to argue that any runs that a closer gives up in a game have equal importance to those given up in the first inning look a closer giving up runs often means a team will lose many games on the other hand a starter who gives up runs often still leaves his team a chance to win the offence has many more outs to do something about but i am not saying all late inning situations are equally important either if i am down qqq runs in the ninth it really does not matter how many runs my pitcher gives up in the ninth no but why would you assume that the teams probability of winning would be qqq before the possesion in which the free throws were made look if you are down qqq point with qqq seconds left there is a fairly high probability that you will win the game if you are in possesion of the ball and do not forget that somebody elses missed shots turnovers fouls bad defense etc caused a negative chance that the team would win from reading all of the discussion on this statistic i feel that those who critisize it to a certain extent are doing so out of an agenda at first look this statistic valadates clutchness but it really does not cluthness revolves around the idea that certain players in crucial situation elevate their performance and others performance goes down i ve never seen convincing proof that this really happens so if you assume there is no clutchness then that means that except for a lot of noice this statistic has a positive association to player performance there is a way to get rid of the noice if you do not believe in clutchness certainly we could find out what the average value of a home run is for example we may find for instance that a home run increases your chance of winning by qqq on average while a strikeout decreases your chance of winning by qqq i bet if this were done we would find that this statistic was just as good as other statistics we have for predicting wins and losses how do we evaluate relief pitchers say john and sam have the exact same pitching statistics runs earned runs k s bb s etc both had exceptional numbers john however only pitched in closer situations while sam was a mop up man who was more valuble to their team probably john who was the better pitcher they were probably about the same .,0
bleep bleep bleep the bruins lost again in o t i ca n t stand it aside from frustrated ravings i must give buffalo credit they are making good on most of their scoring opportunities and are playing great defense boston players ca n t seem to get control of the puck anywhere near the buffalo net except for on rare occasions the buffalo defense is also doing an excellent job clearing away rebounds fuhr is playing great when the big save is needed but he s also getting plenty of help boston has been playing rather well better than would be indicated by the series score of qqq qqq but is lacking that extra drive in the earlier part of the game as a result boston keeps leaving the ice at the end of the qqq period qqq goals down this must stop if boston is to have any hope of winning a single game the outlook for the bruin s advancement to the second round are quite bleak imho the bruins need to score first if they can do that they have an excellent chance of winning since they have outplayed the sabres in the qqq and qqq periods the scary thing is that i ll be going to grad school in buffalo next year i ll never cheer for the sabres you ca n t convert me qqq,1
i thought bill james latest book completely and totally sucked i bought it but will not purchase anything of his ever again without thoroughly looking at it first what tripe the book is inconsistent and filled with selective analysis james claims to be looking forward and then makes some absolutely bizarre statements of value not only that but i got the impression he probably glanced at the book for about an hour before he put his name on it to say i was disappointed is a grand understatement .,0
snip stats deleted we ve all seen them by now i nominate this last bit for anti stathead quote of the week alomar only has a qqq point advantage in the most important offensive category while baerga who studied in the joe carter school of out burning has more impressive mediot stats largely due to opportunities rather than quality the lines are fairly close in value but edge to alomar now baerga ai n t chopped liver but alomar is still the man to beat among al second basemen craig,0
i loved dan kelly he was on usa when i first got hooked on hockey back in qqq or so no he was n t always spot on top of the play and he was n t overly cute but those pipes that lusty barrel chested voice no pipsqueak was he unlike some fellas we know i rode into hockey mania on the coattails of gretzky and the boys on the bus my first finals saw the islanders sweep them but i ll never forget the night a year later when the oilers closed it out at home in the pandemonium the smoke from a million sparklers the long empty net goal near the end and dan kelly letting the crowd s reaction tell the story for a few long seconds then that voice barking through the din dave lumley sews it up for edmonton it sounds stupid but that early for me hockey memory will always bring a thrill since then i ve grown a lot more jaded about the game but i was really saddened by dan kelly s passing he was one of the good guys .,1
the leafs have always been kind of comical during the second imlach era when darryl sittler was called a cancer on the team he tore the c off his sweater and for a while the leafs did n t have a captain sittler eventually ended up in philly and he was promised the philly captaincy by new gm and sittler s friend bobby clarke instead sittler got traded to detroit rick vaive was the leaf captain for awhile but he slept in one day and they took the captaincy away from him then he was traded to chicago during doug carpenter s tenure as leaf coach in an attempt to kiss the ass of a sulking gary leeman the leafs took the a away from brad marsh to give to leeman leeman would n t take it and when they tried to give it back to marsh he would n t take it neither the best story i remember about a captain concerned mel bridgman late of the senators while he was in philadelphia bobby clarke arguably one of the great captains of all time was bumped up to the status of playing coach and so he had to relinquish the captaincy bridgman be came the new captain a reporter asked a flyer what bridgman did as a captain since clarke was still the undisputed leader amongst the players the reporter was told that bridgman was in charge of making sure that the soap dispensers in the showers were always full -,1
i ve been a giants season ticket holder for years and never really complained about the old ballyard place sure it s been cold the food lines were long and the hired hands were surly but this was all part of the giants mystique or so i thought i went to tuesday s game qqq qqq giants over the marlins and the stick was a much different place nothing short of a dome will eliminate the wind but everything is a lot better the lines are a lot shorter the bathrooms are clean and have running water and the hired hands were very polite the new foghorn lights up and blows after each homerun and the wooden fence are very nice as are the new bleachers the bleachers start right at the top of the fence and give a great view and they ve got beer stands at the bottome of the bleachers the only complaint is that the electronic old fashioned scoreboard looks electronic could be better these things should have been done a long time ago but it took a real businessman ex safeway president peter magowan to figure it out just like he used to tell his checkers if the customers do n t come back i do n t need as many checkers this is n t a knock on bob lurie he was a competent businessman but he did n t deal much with the general public i ll give an example of how the level of service has changed the onion dispenser jammed as i was using it an attendant came over apoligized for the problem and proceeded to fix the machine after he was done he cleaned the machine and said he was glad to be able to help in the old days there was no attendant and the folks at the concession stands would say go to the stand qqq feet away they might be able to help all in all it was a fun day,0
might you d have to have no sense of humor at all not to my favorite stuff are the zero heros players who have n t hit homers in a long time the lgtgah who is that named after i ca n t remember and the box score line of the week incidentally i just found out that the column has been moved to sundays i get my dad to send it to me up here in boston every week great stuff !,0
yup i agree with ya i think devils can beat red wings easily so i think all those who send in their votes should try all these diffrent teams before voting i think islanders and quebec are much better then i had expected cobra,1
here is the opi offensive production index for all nl players with at least qqq at bats it is early in the season so there are some high numbers barry bonds finished last season at qqq i welcome comments and suggestions kevin league opi qqq league ba qqq league slg qqq league oba qqq rank player opi ba slg oba qqq phi daulton qqq qqq qqq qqq qqq phi kruk qqq qqq qqq qqq qqq cub grace qqq qqq qqq qqq qqq cub may qqq qqq qqq qqq qqq col boston qqq qqq qqq qqq qqq pit bell qqq qqq qqq qqq qqq col galarraga qqq qqq qqq qqq qqq stl pena qqq qqq qqq qqq qqq stl zeile qqq qqq qqq qqq qqq cin mitchell qqq qqq qqq qqq qqq mon lansing qqq qqq qqq qqq qqq pit slaught qqq qqq qqq qqq qqq mon vanderwal qqq qqq qqq qqq qqq nym tfernandez qqq qqq qqq qqq qqq snf martinez qqq qqq qqq qqq qqq hou bagwell qqq qqq qqq qqq qqq col hayes qqq qqq qqq qqq qqq col eyoung qqq qqq qqq qqq qqq mon alou qqq qqq qqq qqq qqq cin milligan qqq qqq qqq qqq qqq phi dykstra qqq qqq qqq qqq qqq snf bonds qqq qqq qqq qqq qqq flo conine qqq qqq qqq qqq qqq snd plantier qqq qqq qqq qqq qqq hou gonzalez qqq qqq qqq qqq qqq hou anthony qqq qqq qqq qqq qqq col cole qqq qqq qqq qqq qqq atl sanders qqq qqq qqq qqq qqq mon berry qqq qqq qqq qqq qqq cub sosa qqq qqq qqq qqq qqq stl jefferies qqq qqq qqq qqq qqq pit vanslyke qqq qqq qqq qqq qqq montreal qqq qqq qqq qqq qqq los butler qqq qqq qqq qqq qqq mon grissom qqq qqq qqq qqq qqq pit king qqq qqq qqq qqq qqq snd gwynn qqq qqq qqq qqq qqq pit merced qqq qqq qqq qqq qqq nym murray qqq qqq qqq qqq qqq stl gilkey qqq qqq qqq qqq qqq nym bonilla qqq qqq qqq qqq qqq snd walters qqq qqq qqq qqq qqq cub wilson qqq qqq qqq qqq qqq flo weiss qqq qqq qqq qqq qqq philadelphia qqq qqq qqq qqq qqq atl justice qqq qqq qqq qqq qqq pittsburgh qqq qqq qqq qqq qqq stl osmith qqq qqq qqq qqq qqq phi incaviglia qqq qqq qqq qqq qqq pit young qqq qqq qqq qqq qqq stlouis qqq qqq qqq qqq qqq colorado qqq qqq qqq qqq qqq nym hundley qqq qqq qqq qqq qqq nym orsulak qqq qqq qqq qqq qqq snf benjamin qqq qqq qqq qqq qqq atl gant qqq qqq qqq qqq qqq nymets qqq qqq qqq qqq qqq houston qqq qqq qqq qqq qqq mon pitcher qqq qqq qqq qqq qqq phi morandini qqq qqq qqq qqq qqq hou cedeno qqq qqq qqq qqq qqq cin sabo qqq qqq qqq qqq qqq snf manwaring qqq qqq qqq qqq qqq snfrancisco qqq qqq qqq qqq qqq atl blauser qqq qqq qqq qqq qqq snf thompson qqq qqq qqq qqq qqq hou caminiti qqq qqq qqq qqq qqq flo barberie qqq qqq qqq qqq qqq mon cordero qqq qqq qqq qqq qqq snd sheffield qqq qqq qqq qqq qqq los karros qqq qqq qqq qqq qqq snf williams qqq qqq qqq qqq qqq snd mcgriff qqq qqq qqq qqq qqq flo destrade qqq qqq qqq qqq qqq col girardi qqq qqq qqq qqq qqq atl bream qqq qqq qqq qqq qqq mon wood qqq qqq qqq qqq qqq flo santiago qqq qqq qqq qqq qqq phi thompson qqq qqq qqq qqq qqq snf clayton qqq qqq qqq qqq qqq los piazza qqq qqq qqq qqq qqq snd bell qqq qqq qqq qqq qqq los wallach qqq qqq qqq qqq qqq cin larkin qqq qqq qqq qqq qqq pit garcia qqq qqq qqq qqq qqq cincinnati qqq qqq qqq qqq qqq nym coleman qqq qqq qqq qqq qqq nym kent qqq qqq qqq qqq qqq stl whiten qqq qqq qqq qqq qqq cin roberts qqq qqq qqq qqq qqq cubs qqq qqq qqq qqq qqq snf lewis qqq qqq qqq qqq qqq hou finley qqq qqq qqq qqq qqq col clark qqq qqq qqq qqq qqq los pitcher qqq qqq qqq qqq qqq sndiego qqq qqq qqq qqq qqq atl lemke qqq qqq qqq qqq qqq losangeles qqq qqq qqq qqq qqq snf mcgee qqq qqq qqq qqq qqq atlanta qqq qqq qqq qqq qqq cin sanders qqq qqq qqq qqq qqq cin oliver qqq qqq qqq qqq qqq snd gardner qqq qqq qqq qqq qqq los reed qqq qqq qqq qqq qqq phi hollins qqq qqq qqq qqq qqq florida qqq qqq qqq qqq qqq los davis qqq qqq qqq qqq qqq atl pendleton qqq qqq qqq qqq qqq snf clark qqq qqq qqq qqq qqq los strawberry qqq qqq qqq qqq qqq hou biggio qqq qqq qqq qqq qqq phi bell qqq qqq qqq qqq qqq flo magadan qqq qqq qqq qqq qqq stl pagnozzi qqq qqq qqq qqq qqq pit martin qqq qqq qqq qqq qqq col bichette qqq qqq qqq qqq qqq hou taubensee qqq qqq qqq qqq qqq mon bolick qqq qqq qqq qqq qqq flo pose qqq qqq qqq qqq qqq mon cianfrocco qqq qqq qqq qqq qqq nym johnson qqq qqq qqq qqq qqq cin kelly qqq qqq qqq qqq qqq atl nixon qqq qqq qqq qqq qqq nym pitcher qqq qqq qqq qqq qqq pit pitcher qqq qqq qqq qqq qqq cub buechle qqq qqq qqq qqq qqq stl lankford qqq qqq qqq qqq qqq atl olson qqq qqq qqq qqq qqq cub vizcaino qqq qqq qqq qqq qqq cub sanchez qqq qqq qqq qqq qqq phi duncan qqq qqq qqq qqq qqq los offerman qqq qqq qqq qqq qqq snf pitcher qqq qqq qqq qqq qqq mon laker qqq qqq qqq qqq qqq phi chamberlain qqq qqq qqq qqq qqq snd pitcher qqq qqq qqq qqq qqq atl pitcher qqq qqq qqq qqq qqq phi pitcher qqq qqq qqq qqq qqq cub maldonado qqq qqq qqq qqq qqq flo felix qqq qqq qqq qqq qqq cin espy qqq qqq qqq qqq qqq stl jordan qqq qqq qqq qqq qqq atl berryhill qqq qqq qqq qqq qqq cub pitcher qqq qqq qqq qqq qqq snd shipley qqq qqq qqq qqq qqq stl pitcher qqq qqq qqq qqq qqq hou pitcher qqq qqq qqq qqq qqq col benavides qqq qqq qqq qqq qqq cin pitcher qqq qqq qqq qqq qqq cub wilkins qqq qqq qqq qqq qqq flo pitcher qqq qqq qqq qqq qqq col pitcher qqq qqq qqq qqq qqq qqq qqq qqq qqq qqq qqq qqq qqq opi ab h ba h ab slg h qqq qqq qqq qqq ab oba h bb ab bb ),0
well here in detroit we get to see and hear don cherry quite regularly the detroit area picks up hockey night in canada from cbc ch qqq in windsor where we see don cherry s coaches corner between periods we also get to see don cherry s grapevine just before the game the grapevine is a hockey talk show where don talks to a player or coach about what else hockey it s actually a pretty good show and don is n t as annoying as he is on coaches corner i think this is were don got his nickname grapes but i m not sure don use to coach the boston bruins i do n t know exactly when that was could someone fill me in on this info a local radio station here in detroit wllz talks to don every tuesday morning personally i ve had my fill of donny he really pisses me off sometimes during the detroit toronto game monday night on cbc don gave high praise to doug gilmour saying he was a two way player and not just a designated goal scorer and that he is probably the best player in the game because of that that s fine and i agree that gilmour is a good two way player but he said the exact same thing about yzerman about a month ago on a local radio talk show what gives it seems like he just has a set speech that he changes when he goes from city to city don cherry i think insert star player name for city that he is in is the best two way player in the league today there have been other times ca n t remember exactly what he said that he basically changed his opinions to match the audience he was talking to someone here on the net said something about how don criticized mario lemieux but when the time comes for don to broadcast the cup playoffs from the civic center yes i think the pens will make it out of the wales conference don will apologize left and right for his remarks about lemieux in my opinion he is an ass and i wo n t change my opinion if i m in a different city sorry if this did n t answer your question better but i just had to get this off my chest .,1
